timestamp,session_id,label,cfg,frame,num_detected_obj,num_tlvs,packet_len,tlv_summary,has_vital,target_id,range_bin,breath_deviation,heart_rate,breath_rate
1783152379.653,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,376,0,1,52,1021:4,0,,,,,
1783152379.737,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,377,0,1,52,1021:4,0,,,,,
1783152379.820,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,378,0,1,52,1021:4,0,,,,,
1783152379.904,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,379,0,1,52,1021:4,0,,,,,
1783152380.008,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,380,0,1,52,1021:4,0,,,,,
1783152380.092,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,381,0,1,52,1021:4,0,,,,,
1783152380.175,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,382,0,1,52,1021:4,0,,,,,
1783152380.280,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,383,27,2,296,1020:236;1021:4,0,,,,,
1783152380.405,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,384,27,3,440,1020:236;1021:4;1040:136,1,0,15,0.069071,83.705,18.415
1783152380.447,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,385,0,1,52,1021:4,0,,,,,
1783152380.551,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,386,0,1,52,1021:4,0,,,,,
1783152380.634,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,387,0,1,52,1021:4,0,,,,,
1783152380.717,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,388,0,1,52,1021:4,0,,,,,
1783152380.820,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,389,0,1,52,1021:4,0,,,,,
1783152380.903,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,390,0,1,52,1021:4,0,,,,,
1783152380.986,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,391,0,1,52,1021:4,0,,,,,
1783152381.091,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,392,0,1,52,1021:4,0,,,,,
1783152381.175,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,393,0,1,52,1021:4,0,,,,,
1783152381.279,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,394,19,2,232,1020:172;1021:4,0,,,,,
1783152381.342,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,395,0,1,52,1021:4,0,,,,,
1783152381.447,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,396,0,1,52,1021:4,0,,,,,
1783152381.530,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,397,0,1,52,1021:4,0,,,,,
1783152381.614,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,398,0,1,52,1021:4,0,,,,,
1783152381.719,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,399,0,1,52,1021:4,0,,,,,
1783152381.843,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,400,0,2,196,1021:4;1040:136,1,0,15,0.066571,78.683,16.741
1783152381.886,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,401,0,1,52,1021:4,0,,,,,
1783152381.989,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,402,0,1,52,1021:4,0,,,,,
1783152382.073,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,403,0,1,52,1021:4,0,,,,,
1783152382.156,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,404,0,1,52,1021:4,0,,,,,
1783152382.261,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,405,7,2,136,1020:76;1021:4,0,,,,,
1783152382.344,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,406,0,1,52,1021:4,0,,,,,
1783152382.429,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,407,0,1,52,1021:4,0,,,,,
1783152382.512,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,408,0,1,52,1021:4,0,,,,,
1783152382.617,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,409,0,1,52,1021:4,0,,,,,
1783152382.700,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,410,0,1,52,1021:4,0,,,,,
1783152382.783,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,411,0,1,52,1021:4,0,,,,,
1783152382.887,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,412,0,1,52,1021:4,0,,,,,
1783152382.970,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,413,0,1,52,1021:4,0,,,,,
1783152383.054,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,414,0,1,52,1021:4,0,,,,,
1783152383.159,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,415,0,1,52,1021:4,0,,,,,
1783152383.284,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,416,0,2,196,1021:4;1040:136,1,0,15,0.125768,78.683,16.741
1783152383.326,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,417,0,1,52,1021:4,0,,,,,
1783152383.430,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,418,0,1,52,1021:4,0,,,,,
1783152383.513,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,419,0,1,52,1021:4,0,,,,,
1783152383.596,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,420,0,1,52,1021:4,0,,,,,
1783152383.701,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,421,0,1,52,1021:4,0,,,,,
1783152383.784,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,422,0,1,52,1021:4,0,,,,,
1783152383.868,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,423,0,1,52,1021:4,0,,,,,
1783152383.972,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,424,0,1,52,1021:4,0,,,,,
1783152384.055,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,425,0,1,52,1021:4,0,,,,,
1783152384.159,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,426,13,2,184,1020:124;1021:4,0,,,,,
1783152384.242,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,427,0,1,52,1021:4,0,,,,,
1783152384.325,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,428,0,1,52,1021:4,0,,,,,
1783152384.408,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,429,0,1,52,1021:4,0,,,,,
1783152384.492,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,430,0,1,52,1021:4,0,,,,,
1783152384.596,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,431,0,1,52,1021:4,0,,,,,
1783152384.722,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,432,0,2,196,1021:4;1040:136,1,0,15,0.039355,82.031,16.741
1783152384.763,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,433,0,1,52,1021:4,0,,,,,
1783152384.867,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,434,0,1,52,1021:4,0,,,,,
1783152384.949,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,435,0,1,52,1021:4,0,,,,,
1783152385.052,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,436,0,1,52,1021:4,0,,,,,
1783152385.135,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,437,4,2,112,1020:52;1021:4,0,,,,,
1783152385.218,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,438,0,1,52,1021:4,0,,,,,
1783152385.322,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,439,0,1,52,1021:4,0,,,,,
1783152385.407,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,440,0,1,52,1021:4,0,,,,,
1783152385.490,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,441,0,1,52,1021:4,0,,,,,
1783152385.575,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,442,0,1,52,1021:4,0,,,,,
1783152385.679,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,443,0,1,52,1021:4,0,,,,,
1783152385.763,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,444,0,1,52,1021:4,0,,,,,
1783152385.847,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,445,0,1,52,1021:4,0,,,,,
1783152385.952,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,446,0,1,52,1021:4,0,,,,,
1783152386.035,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,447,2,2,96,1020:36;1021:4,0,,,,,
1783152386.160,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,448,2,3,240,1020:36;1021:4;1040:136,1,0,15,0.052047,77.009,16.741
1783152386.203,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,449,0,1,52,1021:4,0,,,,,
1783152386.307,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,450,0,1,52,1021:4,0,,,,,
1783152386.390,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,451,0,1,52,1021:4,0,,,,,
1783152386.473,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,452,0,1,52,1021:4,0,,,,,
1783152386.578,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,453,0,1,52,1021:4,0,,,,,
1783152386.662,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,454,0,1,52,1021:4,0,,,,,
1783152386.747,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,455,0,1,52,1021:4,0,,,,,
1783152386.851,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,456,0,1,52,1021:4,0,,,,,
1783152386.935,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,457,0,1,52,1021:4,0,,,,,
1783152387.039,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,458,27,2,296,1020:236;1021:4,0,,,,,
1783152387.122,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,459,0,1,52,1021:4,0,,,,,
1783152387.205,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,460,0,1,52,1021:4,0,,,,,
1783152387.289,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,461,0,1,52,1021:4,0,,,,,
1783152387.373,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,462,0,1,52,1021:4,0,,,,,
1783152387.477,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,463,0,1,52,1021:4,0,,,,,
1783152387.601,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,464,0,2,196,1021:4;1040:136,1,0,15,0.056640,77.009,16.741
1783152387.643,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,465,0,1,52,1021:4,0,,,,,
1783152387.747,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,466,0,1,52,1021:4,0,,,,,
1783152387.831,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,467,0,1,52,1021:4,0,,,,,
1783152387.914,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,468,0,1,52,1021:4,0,,,,,
1783152388.018,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,469,1,2,88,1020:28;1021:4,0,,,,,
1783152388.101,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,470,0,1,52,1021:4,0,,,,,
1783152388.184,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,471,0,1,52,1021:4,0,,,,,
1783152388.288,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,472,0,1,52,1021:4,0,,,,,
1783152388.372,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,473,0,1,52,1021:4,0,,,,,
1783152388.455,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,474,0,1,52,1021:4,0,,,,,
1783152388.560,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,475,0,1,52,1021:4,0,,,,,
1783152388.644,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,476,0,1,52,1021:4,0,,,,,
1783152388.727,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,477,0,1,52,1021:4,0,,,,,
1783152388.832,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,478,0,1,52,1021:4,0,,,,,
1783152388.916,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,479,10,2,160,1020:100;1021:4,0,,,,,
1783152389.042,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,480,10,3,304,1020:100;1021:4;1040:136,1,0,15,0.069409,50.223,16.741
1783152389.084,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,481,0,1,52,1021:4,0,,,,,
1783152389.188,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,482,0,1,52,1021:4,0,,,,,
1783152389.271,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,483,0,1,52,1021:4,0,,,,,
1783152389.354,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,484,0,1,52,1021:4,0,,,,,
1783152389.458,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,485,0,1,52,1021:4,0,,,,,
1783152389.541,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,486,0,1,52,1021:4,0,,,,,
1783152389.624,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,487,0,1,52,1021:4,0,,,,,
1783152389.729,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,488,0,1,52,1021:4,0,,,,,
1783152389.812,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,489,0,1,52,1021:4,0,,,,,
1783152389.915,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,490,0,1,52,1021:4,0,,,,,
1783152389.998,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,491,0,1,52,1021:4,0,,,,,
1783152390.082,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,492,0,1,52,1021:4,0,,,,,
1783152390.165,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,493,0,1,52,1021:4,0,,,,,
1783152390.270,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,494,0,1,52,1021:4,0,,,,,
1783152390.353,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,495,0,1,52,1021:4,0,,,,,
1783152390.478,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,496,0,2,196,1021:4;1040:136,1,0,15,0.081577,71.986,18.415
1783152390.541,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,497,0,1,52,1021:4,0,,,,,
1783152390.624,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,498,0,1,52,1021:4,0,,,,,
1783152390.707,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,499,0,1,52,1021:4,0,,,,,
1783152390.811,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,500,0,1,52,1021:4,0,,,,,
1783152390.895,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,501,1,2,88,1020:28;1021:4,0,,,,,
1783152390.979,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,502,0,1,52,1021:4,0,,,,,
1783152391.062,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,503,0,1,52,1021:4,0,,,,,
1783152391.166,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,504,0,1,52,1021:4,0,,,,,
1783152391.249,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,505,0,1,52,1021:4,0,,,,,
1783152391.332,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,506,0,1,52,1021:4,0,,,,,
1783152391.436,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,507,0,1,52,1021:4,0,,,,,
1783152391.519,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,508,0,1,52,1021:4,0,,,,,
1783152391.603,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,509,0,1,52,1021:4,0,,,,,
1783152391.707,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,510,0,1,52,1021:4,0,,,,,
1783152391.789,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,511,0,1,52,1021:4,0,,,,,
1783152391.914,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,512,0,2,196,1021:4;1040:136,1,0,15,0.088531,71.986,18.415
1783152391.977,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,513,0,1,52,1021:4,0,,,,,
1783152392.061,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,514,0,1,52,1021:4,0,,,,,
1783152392.145,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,515,0,1,52,1021:4,0,,,,,
1783152392.249,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,516,0,1,52,1021:4,0,,,,,
1783152392.333,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,517,0,1,52,1021:4,0,,,,,
1783152392.416,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,518,0,1,52,1021:4,0,,,,,
1783152392.520,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,519,0,1,52,1021:4,0,,,,,
1783152392.603,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,520,0,1,52,1021:4,0,,,,,
1783152392.687,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,521,0,1,52,1021:4,0,,,,,
1783152392.791,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,522,0,1,52,1021:4,0,,,,,
1783152392.874,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,523,0,1,52,1021:4,0,,,,,
1783152392.958,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,524,0,1,52,1021:4,0,,,,,
1783152393.062,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,525,0,1,52,1021:4,0,,,,,
1783152393.145,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,526,0,1,52,1021:4,0,,,,,
1783152393.229,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,527,0,1,52,1021:4,0,,,,,
1783152393.354,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,528,0,2,196,1021:4;1040:136,1,0,15,0.091087,71.986,16.741
1783152393.417,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,529,0,1,52,1021:4,0,,,,,
1783152393.500,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,530,0,1,52,1021:4,0,,,,,
1783152393.583,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,531,0,1,52,1021:4,0,,,,,
1783152393.687,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,532,0,1,52,1021:4,0,,,,,
1783152393.771,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,533,22,2,256,1020:196;1021:4,0,,,,,
1783152393.854,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,534,0,1,52,1021:4,0,,,,,
1783152393.958,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,535,0,1,52,1021:4,0,,,,,
1783152394.042,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,536,0,1,52,1021:4,0,,,,,
1783152394.125,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,537,0,1,52,1021:4,0,,,,,
1783152394.229,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,538,0,1,52,1021:4,0,,,,,
1783152394.312,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,539,0,1,52,1021:4,0,,,,,
1783152394.395,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,540,0,1,52,1021:4,0,,,,,
1783152394.498,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,541,0,1,52,1021:4,0,,,,,
1783152394.582,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,542,0,1,52,1021:4,0,,,,,
1783152394.686,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,543,0,1,52,1021:4,0,,,,,
1783152394.811,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,544,0,2,196,1021:4;1040:136,1,0,15,0.088465,78.683,18.415
1783152394.853,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,545,0,1,52,1021:4,0,,,,,
1783152394.936,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,546,0,1,52,1021:4,0,,,,,
1783152395.040,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,547,0,1,52,1021:4,0,,,,,
1783152395.123,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,548,0,1,52,1021:4,0,,,,,
1783152395.207,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,549,0,1,52,1021:4,0,,,,,
1783152395.311,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,550,0,1,52,1021:4,0,,,,,
1783152395.394,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,551,0,1,52,1021:4,0,,,,,
1783152395.478,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,552,0,1,52,1021:4,0,,,,,
1783152395.581,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,553,0,1,52,1021:4,0,,,,,
1783152395.665,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,554,15,2,200,1020:140;1021:4,0,,,,,
1783152395.757,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,555,0,1,52,1021:4,0,,,,,
1783152395.841,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,556,0,1,52,1021:4,0,,,,,
1783152395.924,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,557,0,1,52,1021:4,0,,,,,
1783152396.029,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,558,0,1,52,1021:4,0,,,,,
1783152396.112,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,559,0,1,52,1021:4,0,,,,,
1783152396.237,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,560,0,2,196,1021:4;1040:136,1,0,15,0.063479,75.335,18.415
1783152396.301,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,561,0,1,52,1021:4,0,,,,,
1783152396.384,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,562,0,1,52,1021:4,0,,,,,
1783152396.468,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,563,0,1,52,1021:4,0,,,,,
1783152396.573,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,564,0,1,52,1021:4,0,,,,,
1783152396.656,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,565,37,2,376,1020:316;1021:4,0,,,,,
1783152396.739,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,566,0,1,52,1021:4,0,,,,,
1783152396.823,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,567,0,1,52,1021:4,0,,,,,
1783152396.927,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,568,0,1,52,1021:4,0,,,,,
1783152397.011,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,569,0,1,52,1021:4,0,,,,,
1783152397.094,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,570,0,1,52,1021:4,0,,,,,
1783152397.198,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,571,0,1,52,1021:4,0,,,,,
1783152397.281,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,572,0,1,52,1021:4,0,,,,,
1783152397.365,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,573,0,1,52,1021:4,0,,,,,
1783152397.470,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,574,0,1,52,1021:4,0,,,,,
1783152397.554,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,575,20,2,240,1020:180;1021:4,0,,,,,
1783152397.679,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,576,20,3,384,1020:180;1021:4;1040:136,1,0,15,0.039573,73.660,18.415
1783152397.742,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,577,0,1,52,1021:4,0,,,,,
1783152397.826,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,578,0,1,52,1021:4,0,,,,,
1783152397.909,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,579,0,1,52,1021:4,0,,,,,
1783152398.012,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,580,0,1,52,1021:4,0,,,,,
1783152398.096,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,581,0,1,52,1021:4,0,,,,,
1783152398.179,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,582,0,1,52,1021:4,0,,,,,
1783152398.262,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,583,0,1,52,1021:4,0,,,,,
1783152398.366,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,584,0,1,52,1021:4,0,,,,,
1783152398.450,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,585,0,1,52,1021:4,0,,,,,
1783152398.553,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,586,23,2,264,1020:204;1021:4,0,,,,,
1783152398.637,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,587,0,1,52,1021:4,0,,,,,
1783152398.720,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,588,0,1,52,1021:4,0,,,,,
1783152398.804,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,589,0,1,52,1021:4,0,,,,,
1783152398.909,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,590,0,1,52,1021:4,0,,,,,
